PRVGRP_AFFILIATION_ID|PROVIDER_ID|AFFILIATE_PROVIDER_ID|AFFILIATION_TYPE_CD|AFFILIATE_PAYABLE|PCP_FLAG|EFFECTIVE_DT|TERM_DT
BKC54472018^BKC20575013^20160721_000000.^BKC0NA|BKC54472018^BKC0NA|BKC20575013^BKC0NA||||2016-07-21|9999-12-31
BKC54522018^BKC00080029^20160101_000000.^BKC0NA|BKC54522018^BKC0NA|BKC00080029^BKC0NA||||2016-01-01|9999-12-31
BKC54723019^BKC01272016^20160101_000000.^BKC0NA|BKC54723019^BKC0NA|BKC01272016^BKC0NA||||2016-01-01|9999-12-31
BKC54791013^BKC34981011^20160101_000000.^BKC0NA|BKC54791013^BKC0NA|BKC34981011^BKC0NA||||2016-01-01|9999-12-31
BKC54811011^BKC34981011^20161020_000000.^BKC0NA|BKC54811011^BKC0NA|BKC34981011^BKC0NA||||2016-10-20|9999-12-31
BKC54847012^BKC34981011^20160101_000000.^BKC0NA|BKC54847012^BKC0NA|BKC34981011^BKC0NA||||2016-01-01|9999-12-31
BKC54864012^BKC01272016^20160101_000000.^BKC0NA|BKC54864012^BKC0NA|BKC01272016^BKC0NA||||2016-01-01|9999-12-31
BKC54865011^BKC47984015^20160101_000000.^BKC0NA|BKC54865011^BKC0NA|BKC47984015^BKC0NA||||2016-01-01|9999-12-31
BKC54896021^BKC55218016^20160101_000000.^BKC0NA|BKC54896021^BKC0NA|BKC55218016^BKC0NA||||2016-01-01|9999-12-31
BKC54914012^BKC27553031^20160101_000000.^BKC0NA|BKC54914012^BKC0NA|BKC27553031^BKC0NA||||2016-01-01|9999-12-31
BKC54937041^BKC25562019^20170901_000000.^BKC0NA|BKC54937041^BKC0NA|BKC25562019^BKC0NA||||2017-09-01|9999-12-31
BKC54955011^BKC01821040^20160101_000000.^BKC0NA|BKC54955011^BKC0NA|BKC01821040^BKC0NA||||2016-01-01|9999-12-31
BKC54955011^BKC01821040^20160101_000000.^EHI0NA|BKC54955011^EHI0NA|BKC01821040^EHI0NA||||2016-01-01|9999-12-31
BKC54957016^BKC01821040^20160101_000000.^BKC0NA|BKC54957016^BKC0NA|BKC01821040^BKC0NA||||2016-01-01|9999-12-31
BKC54957016^BKC01821040^20160101_000000.^EHI0NA|BKC54957016^EHI0NA|BKC01821040^EHI0NA||||2016-01-01|9999-12-31
BKC54962012^BKC01821040^20160101_000000.^BKC0NA|BKC54962012^BKC0NA|BKC01821040^BKC0NA||||2016-01-01|9999-12-31
BKC54962012^BKC01821040^20160101_000000.^EHI0NA|BKC54962012^EHI0NA|BKC01821040^EHI0NA||||2016-01-01|9999-12-31
BKC54962022^BKC42189018^20160926_000000.^BKC0NA|BKC54962022^BKC0NA|BKC42189018^BKC0NA||||2016-09-26|9999-12-31
BKC54968011^BKC00080029^20160101_000000.^BKC0NA|BKC54968011^BKC0NA|BKC00080029^BKC0NA||||2016-01-01|9999-12-31
BKC54968021^BKC25562019^20170801_000000.^BKC0NA|BKC54968021^BKC0NA|BKC25562019^BKC0NA||||2017-08-01|9999-12-31
BKC54987028^BKC55218016^20160101_000000.^BKC0NA|BKC54987028^BKC0NA|BKC55218016^BKC0NA||||2016-01-01|9999-12-31
BKC55040011^BKC01167013^20160101_000000.^BKC0NA|BKC55040011^BKC0NA|BKC01167013^BKC0NA||||2016-01-01|9999-12-31
BKC55886019^BKC25562019^20170216_000000.^BKC0NA|BKC55886019^BKC0NA|BKC25562019^BKC0NA||||2017-02-16|9999-12-31
BKC56057011^BKC43594015^20170115_000000.^BKC0NA|BKC56057011^BKC0NA|BKC43594015^BKC0NA||||2017-01-15|9999-12-31
BKC56077014^BKC34299018^20160101_000000.^BKC0NA|BKC56077014^BKC0NA|BKC34299018^BKC0NA||||2016-01-01|9999-12-31
BKC56323014^BKC22331010^20170512_000000.^BKC0NA|BKC56323014^BKC0NA|BKC22331010^BKC0NA||||2017-05-12|9999-12-31
BKC56382011^BKC01821040^20170701_000000.^BKC0NA|BKC56382011^BKC0NA|BKC01821040^BKC0NA||||2017-07-01|9999-12-31
BKC56382011^BKC01821040^20170701_000000.^EHI0NA|BKC56382011^EHI0NA|BKC01821040^EHI0NA||||2017-07-01|9999-12-31
BKC56391019^BKC00080029^20170411_000000.^BKC0NA|BKC56391019^BKC0NA|BKC00080029^BKC0NA||||2017-04-11|9999-12-31
BKC56668013^BKC52155018^20170807_000000.^BKC0NA|BKC56668013^BKC0NA|BKC52155018^BKC0NA||||2017-08-07|9999-12-31
BKC56849011^BKC24999018^20160101_000000.^BKC0NA|BKC56849011^BKC0NA|BKC24999018^BKC0NA||||2016-01-01|9999-12-31
BKC56850013^BKC35083014^20170817_000000.^BKC0NA|BKC56850013^BKC0NA|BKC35083014^BKC0NA||||2017-08-17|9999-12-31
BLA000006333^BLA000003780^19931001_000000.^BLA0NA|BLA000006333^BLA0NA|BLA000003780^BLA0NA||||1993-10-01|9999-12-31
BLA000006414^BLA000005617^20050216_000000.^BLA0NA|BLA000006414^BLA0NA|BLA000005617^BLA0NA||||2005-02-16|9999-12-31
BLA000006422^BLA000005617^20050216_000000.^BLA0NA|BLA000006422^BLA0NA|BLA000005617^BLA0NA||||2005-02-16|9999-12-31
BLA000006481^BLA000003738^19940901_000000.^BLA0NA|BLA000006481^BLA0NA|BLA000003738^BLA0NA||||1994-09-01|9999-12-31
BLA000006512^BLA000003707^19940501_000000.^BLA0NA|BLA000006512^BLA0NA|BLA000003707^BLA0NA||||1994-05-01|9999-12-31
BLA000006599^BLA000028747^19940715_000000.^BLA0NA|BLA000006599^BLA0NA|BLA000028747^BLA0NA||||1994-07-15|9999-12-31
BLA000006600^BLA000028747^19940701_000000.^BLA0NA|BLA000006600^BLA0NA|BLA000028747^BLA0NA||||1994-07-01|9999-12-31
BLA000006601^BLA000028747^19940701_000000.^BLA0NA|BLA000006601^BLA0NA|BLA000028747^BLA0NA||||1994-07-01|9999-12-31
BLA000006664^BLA000003743^19930815_000000.^BLA0NA|BLA000006664^BLA0NA|BLA000003743^BLA0NA||||1993-08-15|9999-12-31
BLA000006684^BLA000052921^20120904_000000.^BLA0NA|BLA000006684^BLA0NA|BLA000052921^BLA0NA||||2012-09-04|9999-12-31
BLA000006744^BLA000005592^19900115_000000.^BLA0NA|BLA000006744^BLA0NA|BLA000005592^BLA0NA||||1990-01-15|9999-12-31
BLA000006750^BLA000005379^20050216_000000.^BLA0NA|BLA000006750^BLA0NA|BLA000005379^BLA0NA||||2005-02-16|9999-12-31
BLA000006796^BLA000005379^20050216_000000.^BLA0NA|BLA000006796^BLA0NA|BLA000005379^BLA0NA||||2005-02-16|9999-12-31
BLA000006797^BLA000005379^20050216_000000.^BLA0NA|BLA000006797^BLA0NA|BLA000005379^BLA0NA||||2005-02-16|9999-12-31
BLA000006858^BLA000035400^20061121_000000.^BLA0NA|BLA000006858^BLA0NA|BLA000035400^BLA0NA||||2006-11-21|9999-12-31
BLA000007147^BLA000005592^19900115_000000.^BLA0NA|BLA000007147^BLA0NA|BLA000005592^BLA0NA||||1990-01-15|9999-12-31
BLA000007187^BLA000005592^19900115_000000.^BLA0NA|BLA000007187^BLA0NA|BLA000005592^BLA0NA||||1990-01-15|9999-12-31
BLA000007189^BLA000005379^20050216_000000.^BLA0NA|BLA000007189^BLA0NA|BLA000005379^BLA0NA||||2005-02-16|9999-12-31
BLA000007297^BLA000003912^19960126_000000.^BLA0NA|BLA000007297^BLA0NA|BLA000003912^BLA0NA||||1996-01-26|9999-12-31
BLA000007325^BLA000003912^19960126_000000.^BLA0NA|BLA000007325^BLA0NA|BLA000003912^BLA0NA||||1996-01-26|9999-12-31
BLA000007332^BLA000003912^19960126_000000.^BLA0NA|BLA000007332^BLA0NA|BLA000003912^BLA0NA||||1996-01-26|9999-12-31
BLA000007390^BLA000005379^20050216_000000.^BLA0NA|BLA000007390^BLA0NA|BLA000005379^BLA0NA||||2005-02-16|9999-12-31
BLA000007394^BLA000034154^20060820_000000.^BLA0NA|BLA000007394^BLA0NA|BLA000034154^BLA0NA||||2006-08-20|9999-12-31
BLA000007463^BLA000003912^19960126_000000.^BLA0NA|BLA000007463^BLA0NA|BLA000003912^BLA0NA||||1996-01-26|9999-12-31
BLA000007695^BLA000052210^20120904_000000.^BLA0NA|BLA000007695^BLA0NA|BLA000052210^BLA0NA||||2012-09-04|9999-12-31
BLA000007695^BLA000052210^20120904_000000.^EHI0NA|BLA000007695^EHI0NA|BLA000052210^EHI0NA||||2012-09-04|9999-12-31
BLA000007931^BLA000005592^19900115_000000.^BLA0NA|BLA000007931^BLA0NA|BLA000005592^BLA0NA||||1990-01-15|9999-12-31
BLA000007932^BLA000005592^19900115_000000.^BLA0NA|BLA000007932^BLA0NA|BLA000005592^BLA0NA||||1990-01-15|9999-12-31
BLA000007933^BLA000005592^19900115_000000.^BLA0NA|BLA000007933^BLA0NA|BLA000005592^BLA0NA||||1990-01-15|9999-12-31
BLA000008085^BLA000005379^20050216_000000.^BLA0NA|BLA000008085^BLA0NA|BLA000005379^BLA0NA||||2005-02-16|9999-12-31
BLA000008102^BLA000004019^19970901_000000.^BLA0NA|BLA000008102^BLA0NA|BLA000004019^BLA0NA||||1997-09-01|9999-12-31
BLA000008103^BLA000004019^19970901_000000.^BLA0NA|BLA000008103^BLA0NA|BLA000004019^BLA0NA||||1997-09-01|9999-12-31
BLA000008105^BLA000034645^20061001_000000.^BLA0NA|BLA000008105^BLA0NA|BLA000034645^BLA0NA||||2006-10-01|9999-12-31
BLA000008172^BLA000003912^19960126_000000.^BLA0NA|BLA000008172^BLA0NA|BLA000003912^BLA0NA||||1996-01-26|9999-12-31
BLA000008272^BLA000028747^19940701_000000.^BLA0NA|BLA000008272^BLA0NA|BLA000028747^BLA0NA||||1994-07-01|9999-12-31
BLA000008290^BLA000004047^19971101_000000.^BLA0NA|BLA000008290^BLA0NA|BLA000004047^BLA0NA||||1997-11-01|9999-12-31
BLA000008292^BLA000004047^19971101_000000.^BLA0NA|BLA000008292^BLA0NA|BLA000004047^BLA0NA||||1997-11-01|9999-12-31
BLA000008423^BLA000003718^19940701_000000.^BLA0NA|BLA000008423^BLA0NA|BLA000003718^BLA0NA||||1994-07-01|9999-12-31
BLA000008573^BLA000004101^19980406_000000.^BLA0NA|BLA000008573^BLA0NA|BLA000004101^BLA0NA||||1998-04-06|9999-12-31
BLA000008585^BLA000005379^20050216_000000.^BLA0NA|BLA000008585^BLA0NA|BLA000005379^BLA0NA||||2005-02-16|9999-12-31
BLA000008924^BLA000033553^20080715_000000.^BLA0NA|BLA000008924^BLA0NA|BLA000033553^BLA0NA||||2008-07-15|9999-12-31
BLA000009260^BLA000005379^20050216_000000.^BLA0NA|BLA000009260^BLA0NA|BLA000005379^BLA0NA||||2005-02-16|9999-12-31
BLA000009845^BLA000051494^20120621_000000.^BLA0NA|BLA000009845^BLA0NA|BLA000051494^BLA0NA||||2012-06-21|9999-12-31
BLA000009898^BLA000004260^19990501_000000.^BLA0NA|BLA000009898^BLA0NA|BLA000004260^BLA0NA||||1999-05-01|9999-12-31
BLA000009900^BLA000004260^19990501_000000.^BLA0NA|BLA000009900^BLA0NA|BLA000004260^BLA0NA||||1999-05-01|9999-12-31
BLA000009901^BLA000004260^19990501_000000.^BLA0NA|BLA000009901^BLA0NA|BLA000004260^BLA0NA||||1999-05-01|9999-12-31
BLA000009905^BLA000004260^19990501_000000.^BLA0NA|BLA000009905^BLA0NA|BLA000004260^BLA0NA||||1999-05-01|9999-12-31
BLA000009906^BLA000004260^19990501_000000.^BLA0NA|BLA000009906^BLA0NA|BLA000004260^BLA0NA||||1999-05-01|9999-12-31
BLA000009907^BLA000004260^19990501_000000.^BLA0NA|BLA000009907^BLA0NA|BLA000004260^BLA0NA||||1999-05-01|9999-12-31
BLA000009908^BLA000004260^19990501_000000.^BLA0NA|BLA000009908^BLA0NA|BLA000004260^BLA0NA||||1999-05-01|9999-12-31
BLA000009913^BLA000003718^19940701_000000.^BLA0NA|BLA000009913^BLA0NA|BLA000003718^BLA0NA||||1994-07-01|9999-12-31
BLA000009960^BLA000005379^20050216_000000.^BLA0NA|BLA000009960^BLA0NA|BLA000005379^BLA0NA||||2005-02-16|9999-12-31
BLA000010005^BLA000004271^19991001_000000.^BLA0NA|BLA000010005^BLA0NA|BLA000004271^BLA0NA||||1999-10-01|9999-12-31
BLA000010242^BLA000005617^20050216_000000.^BLA0NA|BLA000010242^BLA0NA|BLA000005617^BLA0NA||||2005-02-16|9999-12-31
BLA000010280^BLA000005379^20050216_000000.^BLA0NA|BLA000010280^BLA0NA|BLA000005379^BLA0NA||||2005-02-16|9999-12-31
BLA000010686^BLA000003743^19930815_000000.^BLA0NA|BLA000010686^BLA0NA|BLA000003743^BLA0NA||||1993-08-15|9999-12-31
BLA000010709^BLA000004339^20000401_000000.^BLA0NA|BLA000010709^BLA0NA|BLA000004339^BLA0NA||||2000-04-01|9999-12-31
BLA000010710^BLA000004339^20000401_000000.^BLA0NA|BLA000010710^BLA0NA|BLA000004339^BLA0NA||||2000-04-01|9999-12-31
BLA000010758^BLA000004349^20000418_000000.^BLA0NA|BLA000010758^BLA0NA|BLA000004349^BLA0NA||||2000-04-18|9999-12-31
BLA000010759^BLA000004349^20161201_000000.^BLA0NA|BLA000010759^BLA0NA|BLA000004349^BLA0NA||||2016-12-01|9999-12-31
BLA000010760^BLA000004349^20000418_000000.^BLA0NA|BLA000010760^BLA0NA|BLA000004349^BLA0NA||||2000-04-18|9999-12-31
BLA000010768^BLA000004350^20000403_000000.^BLA0NA|BLA000010768^BLA0NA|BLA000004350^BLA0NA||||2000-04-03|9999-12-31
BLA000010807^BLA000004617^19991101_000000.^BLA0NA|BLA000010807^BLA0NA|BLA000004617^BLA0NA||||1999-11-01|9999-12-31
BLA000010818^BLA000033163^20060601_000000.^BLA0NA|BLA000010818^BLA0NA|BLA000033163^BLA0NA||||2006-06-01|9999-12-31
BLA000010867^BLA000004365^20000417_000000.^BLA0NA|BLA000010867^BLA0NA|BLA000004365^BLA0NA||||2000-04-17|9999-12-31
BLA000010894^BLA000004365^20000417_000000.^BLA0NA|BLA000010894^BLA0NA|BLA000004365^BLA0NA||||2000-04-17|9999-12-31
BLA000010941^BLA000034126^20060801_000000.^BLA0NA|BLA000010941^BLA0NA|BLA000034126^BLA0NA||||2006-08-01|9999-12-31
BLA000011007^BLA000003912^19960126_000000.^BLA0NA|BLA000011007^BLA0NA|BLA000003912^BLA0NA||||1996-01-26|9999-12-31
BLA000011039^BLA000005379^20050216_000000.^BLA0NA|BLA000011039^BLA0NA|BLA000005379^BLA0NA||||2005-02-16|9999-12-31
BLA000011053^BLA000031477^20080122_000000.^BLA0NA|BLA000011053^BLA0NA|BLA000031477^BLA0NA||||2008-01-22|9999-12-31
BLA000011058^BLA000043909^20101115_000000.^BLA0NA|BLA000011058^BLA0NA|BLA000043909^BLA0NA||||2010-11-15|9999-12-31
BLA000011078^BLA000005617^20000701_000000.^BLA0NA|BLA000011078^BLA0NA|BLA000005617^BLA0NA||||2000-07-01|9999-12-31
BLA000011079^BLA000005379^20050216_000000.^BLA0NA|BLA000011079^BLA0NA|BLA000005379^BLA0NA||||2005-02-16|9999-12-31
BLA000011106^BLA000004494^20000701_000000.^BLA0NA|BLA000011106^BLA0NA|BLA000004494^BLA0NA||||2000-07-01|9999-12-31
BLA000011323^BLA000043425^20100817_000000.^BLA0NA|BLA000011323^BLA0NA|BLA000043425^BLA0NA||||2010-08-17|9999-12-31
BLA000011338^BLA000005379^20050216_000000.^BLA0NA|BLA000011338^BLA0NA|BLA000005379^BLA0NA||||2005-02-16|9999-12-31
BLA000011345^BLA000039930^20090101_000000.^BLA0NA|BLA000011345^BLA0NA|BLA000039930^BLA0NA||||2009-01-01|9999-12-31
BLA000011362^BLA000003780^19931001_000000.^BLA0NA|BLA000011362^BLA0NA|BLA000003780^BLA0NA||||1993-10-01|9999-12-31
BLA000011410^BLA000039930^20090101_000000.^BLA0NA|BLA000011410^BLA0NA|BLA000039930^BLA0NA||||2009-01-01|9999-12-31
BLA000011452^BLA000004019^19970901_000000.^BLA0NA|BLA000011452^BLA0NA|BLA000004019^BLA0NA||||1997-09-01|9999-12-31
BLA000011693^BLA000005081^20080101_000000.^BLA0NA|BLA000011693^BLA0NA|BLA000005081^BLA0NA||||2008-01-01|9999-12-31
BLA000011975^BLA000004526^20010601_000000.^BLA0NA|BLA000011975^BLA0NA|BLA000004526^BLA0NA||||2001-06-01|9999-12-31
BLA000012110^BLA000005379^20050216_000000.^BLA0NA|BLA000012110^BLA0NA|BLA000005379^BLA0NA||||2005-02-16|9999-12-31
BLA000012172^BLA000004656^20010801_000000.^BLA0NA|BLA000012172^BLA0NA|BLA000004656^BLA0NA||||2001-08-01|9999-12-31
BLA000012237^BLA000005379^20050216_000000.^BLA0NA|BLA000012237^BLA0NA|BLA000005379^BLA0NA||||2005-02-16|9999-12-31
BLA000012279^BLA000005592^19900115_000000.^BLA0NA|BLA000012279^BLA0NA|BLA000005592^BLA0NA||||1990-01-15|9999-12-31
BLA000012338^BLA000040172^20091201_000000.^BLA0NA|BLA000012338^BLA0NA|BLA000040172^BLA0NA||||2009-12-01|9999-12-31
BLA000012439^BLA000035691^20080523_000000.^BLA0NA|BLA000012439^BLA0NA|BLA000035691^BLA0NA||||2008-05-23|9999-12-31
BLA000012457^BLA000004260^19990501_000000.^BLA0NA|BLA000012457^BLA0NA|BLA000004260^BLA0NA||||1999-05-01|9999-12-31
BLA000012636^BLA000050273^20120401_000000.^BLA0NA|BLA000012636^BLA0NA|BLA000050273^BLA0NA||||2012-04-01|9999-12-31
BLA000012680^BLA000005379^20050216_000000.^BLA0NA|BLA000012680^BLA0NA|BLA000005379^BLA0NA||||2005-02-16|9999-12-31
BLA000012683^BLA000005379^20050216_000000.^BLA0NA|BLA000012683^BLA0NA|BLA000005379^BLA0NA||||2005-02-16|9999-12-31
BLA000012742^BLA000004618^20020201_000000.^BLA0NA|BLA000012742^BLA0NA|BLA000004618^BLA0NA||||2002-02-01|9999-12-31
BLA000012753^BLA000004618^20020201_000000.^BLA0NA|BLA000012753^BLA0NA|BLA000004618^BLA0NA||||2002-02-01|9999-12-31
BLA000012964^BLA000004260^19990501_000000.^BLA0NA|BLA000012964^BLA0NA|BLA000004260^BLA0NA||||1999-05-01|9999-12-31
BLA000013009^BLA000005617^20050216_000000.^BLA0NA|BLA000013009^BLA0NA|BLA000005617^BLA0NA||||2005-02-16|9999-12-31
BLA000013215^BLA000033074^20060610_000000.^BLA0NA|BLA000013215^BLA0NA|BLA000033074^BLA0NA||||2006-06-10|9999-12-31
BLA000013228^BLA000004679^20020501_000000.^BLA0NA|BLA000013228^BLA0NA|BLA000004679^BLA0NA||||2002-05-01|9999-12-31
BLA000013229^BLA000004679^20020501_000000.^BLA0NA|BLA000013229^BLA0NA|BLA000004679^BLA0NA||||2002-05-01|9999-12-31
BLA000013232^BLA000004679^20020501_000000.^BLA0NA|BLA000013232^BLA0NA|BLA000004679^BLA0NA||||2002-05-01|9999-12-31
BLA000013260^BLA000004683^20020501_000000.^BLA0NA|BLA000013260^BLA0NA|BLA000004683^BLA0NA||||2002-05-01|9999-12-31
BLA000013372^BLA000004696^20020513_000000.^BLA0NA|BLA000013372^BLA0NA|BLA000004696^BLA0NA||||2002-05-13|9999-12-31
BLA000013405^BLA000005379^20050216_000000.^BLA0NA|BLA000013405^BLA0NA|BLA000005379^BLA0NA||||2005-02-16|9999-12-31
BLA000013522^BLA000004047^19971101_000000.^BLA0NA|BLA000013522^BLA0NA|BLA000004047^BLA0NA||||1997-11-01|9999-12-31
BLA000013675^BLA000052512^20120801_000000.^BLA0NA|BLA000013675^BLA0NA|BLA000052512^BLA0NA||||2012-08-01|9999-12-31
BLA000013697^BLA000004742^20020715_000000.^BLA0NA|BLA000013697^BLA0NA|BLA000004742^BLA0NA||||2002-07-15|9999-12-31
BLA000013992^BLA000005379^20050216_000000.^BLA0NA|BLA000013992^BLA0NA|BLA000005379^BLA0NA||||2005-02-16|9999-12-31
BLA000014194^BLA000031477^20080122_000000.^BLA0NA|BLA000014194^BLA0NA|BLA000031477^BLA0NA||||2008-01-22|9999-12-31
BLA000014223^BLA000033458^20060701_000000.^BLA0NA|BLA000014223^BLA0NA|BLA000033458^BLA0NA||||2006-07-01|9999-12-31
BLA000014337^BLA000005208^20020320_000000.^BLA0NA|BLA000014337^BLA0NA|BLA000005208^BLA0NA||||2002-03-20|9999-12-31
BLA000015093^BLA000004885^20010101_000000.^BLA0NA|BLA000015093^BLA0NA|BLA000004885^BLA0NA||||2001-01-01|9999-12-31
BLA000015108^BLA000004885^20010101_000000.^BLA0NA|BLA000015108^BLA0NA|BLA000004885^BLA0NA||||2001-01-01|9999-12-31
BLA000015129^BLA000005379^20050216_000000.^BLA0NA|BLA000015129^BLA0NA|BLA000005379^BLA0NA||||2005-02-16|9999-12-31
BLA000015195^BLA000005379^20050216_000000.^BLA0NA|BLA000015195^BLA0NA|BLA000005379^BLA0NA||||2005-02-16|9999-12-31
BLA000015463^BLA000032080^20060416_000000.^BLA0NA|BLA000015463^BLA0NA|BLA000032080^BLA0NA||||2006-04-16|9999-12-31
BLA000015675^BLA000005208^20050815_000000.^BLA0NA|BLA000015675^BLA0NA|BLA000005208^BLA0NA||||2005-08-15|9999-12-31
BLA000015788^BLA000004967^20030801_000000.^BLA0NA|BLA000015788^BLA0NA|BLA000004967^BLA0NA||||2003-08-01|9999-12-31
BLA000015789^BLA000004967^20030801_000000.^BLA0NA|BLA000015789^BLA0NA|BLA000004967^BLA0NA||||2003-08-01|9999-12-31
BLA000015796^BLA000033493^20060701_000000.^BLA0NA|BLA000015796^BLA0NA|BLA000033493^BLA0NA||||2006-07-01|9999-12-31
BLA000015814^BLA000004969^20160101_000000.^BLA0NA|BLA000015814^BLA0NA|BLA000004969^BLA0NA||||2016-01-01|9999-12-31
BLA000015820^BLA000004969^20160101_000000.^BLA0NA|BLA000015820^BLA0NA|BLA000004969^BLA0NA||||2016-01-01|9999-12-31
BLA000015944^BLA000005425^19790101_000000.^BLA0NA|BLA000015944^BLA0NA|BLA000005425^BLA0NA||||1979-01-01|9999-12-31
BLA000015975^BLA000004019^19970901_000000.^BLA0NA|BLA000015975^BLA0NA|BLA000004019^BLA0NA||||1997-09-01|9999-12-31
BLA000016128^BLA000005617^20050216_000000.^BLA0NA|BLA000016128^BLA0NA|BLA000005617^BLA0NA||||2005-02-16|9999-12-31
BLA000016184^BLA000004283^19990926_000000.^BLA0NA|BLA000016184^BLA0NA|BLA000004283^BLA0NA||||1999-09-26|9999-12-31
BLA000016299^BLA000004989^20040119_000000.^BLA0NA|BLA000016299^BLA0NA|BLA000004989^BLA0NA||||2004-01-19|9999-12-31
BLA000016300^BLA000004989^20040119_000000.^BLA0NA|BLA000016300^BLA0NA|BLA000004989^BLA0NA||||2004-01-19|9999-12-31
BLA000016364^BLA000005379^20050216_000000.^BLA0NA|BLA000016364^BLA0NA|BLA000005379^BLA0NA||||2005-02-16|9999-12-31
BLA000016500^BLA000033261^20060601_000000.^BLA0NA|BLA000016500^BLA0NA|BLA000033261^BLA0NA||||2006-06-01|9999-12-31
BLA000016608^BLA000003718^19940701_000000.^BLA0NA|BLA000016608^BLA0NA|BLA000003718^BLA0NA||||1994-07-01|9999-12-31
BLA000016695^BLA000005379^20050216_000000.^BLA0NA|BLA000016695^BLA0NA|BLA000005379^BLA0NA||||2005-02-16|9999-12-31
BLA000016806^BLA000004406^19911101_000000.^BLA0NA|BLA000016806^BLA0NA|BLA000004406^BLA0NA||||1991-11-01|9999-12-31
BLA000016846^BLA000033820^20060721_000000.^BLA0NA|BLA000016846^BLA0NA|BLA000033820^BLA0NA||||2006-07-21|9999-12-31
BLA000016912^BLA000005032^20040601_000000.^BLA0NA|BLA000016912^BLA0NA|BLA000005032^BLA0NA||||2004-06-01|9999-12-31
BLA000017011^BLA000005592^19900115_000000.^BLA0NA|BLA000017011^BLA0NA|BLA000005592^BLA0NA||||1990-01-15|9999-12-31
BLA000017261^BLA000066471^20170501_000000.^BLA0NA|BLA000017261^BLA0NA|BLA000066471^BLA0NA||||2017-05-01|9999-12-31
BLA000017308^BLA000004260^19990501_000000.^BLA0NA|BLA000017308^BLA0NA|BLA000004260^BLA0NA||||1999-05-01|9999-12-31
BLA000017696^BLA000005379^20050216_000000.^BLA0NA|BLA000017696^BLA0NA|BLA000005379^BLA0NA||||2005-02-16|9999-12-31
BLA000017697^BLA000005379^20050216_000000.^BLA0NA|BLA000017697^BLA0NA|BLA000005379^BLA0NA||||2005-02-16|9999-12-31
BLA000018167^BLA000005098^20041101_000000.^BLA0NA|BLA000018167^BLA0NA|BLA000005098^BLA0NA||||2004-11-01|9999-12-31
BLA000018187^BLA000005379^20050216_000000.^BLA0NA|BLA000018187^BLA0NA|BLA000005379^BLA0NA||||2005-02-16|9999-12-31
BLA000018230^BLA000033522^20060701_000000.^BLA0NA|BLA000018230^BLA0NA|BLA000033522^BLA0NA||||2006-07-01|9999-12-31
BLA000018238^BLA000005677^19970801_000000.^BLA0NA|BLA000018238^BLA0NA|BLA000005677^BLA0NA||||1997-08-01|9999-12-31
BLA000018834^BLA000050021^20110601_000000.^BLA0NA|BLA000018834^BLA0NA|BLA000050021^BLA0NA||||2011-06-01|9999-12-31
BLA000018909^BLA000005617^20050216_000000.^BLA0NA|BLA000018909^BLA0NA|BLA000005617^BLA0NA||||2005-02-16|9999-12-31
BLA000018958^BLA000005592^19900115_000000.^BLA0NA|BLA000018958^BLA0NA|BLA000005592^BLA0NA||||1990-01-15|9999-12-31
BLA000018962^BLA000005592^19900115_000000.^BLA0NA|BLA000018962^BLA0NA|BLA000005592^BLA0NA||||1990-01-15|9999-12-31
BLA000019102^BLA000032899^20060520_000000.^BLA0NA|BLA000019102^BLA0NA|BLA000032899^BLA0NA||||2006-05-20|9999-12-31
BLA000019120^BLA000003742^19930709_000000.^BLA0NA|BLA000019120^BLA0NA|BLA000003742^BLA0NA||||1993-07-09|9999-12-31
BLA000019576^BLA000087788^20070308_000000.^BLA0NA|BLA000019576^BLA0NA|BLA000087788^BLA0NA||||2007-03-08|9999-12-31
BLA000019825^BLA000004406^19911101_000000.^BLA0NA|BLA000019825^BLA0NA|BLA000004406^BLA0NA||||1991-11-01|9999-12-31
BLA000020217^BLA000033074^20060610_000000.^BLA0NA|BLA000020217^BLA0NA|BLA000033074^BLA0NA||||2006-06-10|9999-12-31
BLA000020334^BLA000051485^20120620_000000.^BLA0NA|BLA000020334^BLA0NA|BLA000051485^BLA0NA||||2012-06-20|9999-12-31
BLA000020388^BLA000005379^20050216_000000.^BLA0NA|BLA000020388^BLA0NA|BLA000005379^BLA0NA||||2005-02-16|9999-12-31
BLA000020483^BLA000005592^19900115_000000.^BLA0NA|BLA000020483^BLA0NA|BLA000005592^BLA0NA||||1990-01-15|9999-12-31
BLA000020710^BLA000005592^19900115_000000.^BLA0NA|BLA000020710^BLA0NA|BLA000005592^BLA0NA||||1990-01-15|9999-12-31
BLA000020811^BLA000004406^19911101_000000.^BLA0NA|BLA000020811^BLA0NA|BLA000004406^BLA0NA||||1991-11-01|9999-12-31
BLA000020938^BLA000005425^19790101_000000.^BLA0NA|BLA000020938^BLA0NA|BLA000005425^BLA0NA||||1979-01-01|9999-12-31
BLA000021054^BLA000005325^19650101_000000.^BLA0NA|BLA000021054^BLA0NA|BLA000005325^BLA0NA||||1965-01-01|9999-12-31
BLA000021063^BLA000051509^20120601_000000.^BLA0NA|BLA000021063^BLA0NA|BLA000051509^BLA0NA||||2012-06-01|9999-12-31
