PROVIDER_ID|SPECIALTY_CD|EFFECTIVE_DT|TERM_DT
BLA000008120^BLA0NA|INTMED|1955-01-01|
BLA000008160^BLA0NA|INTMED|1955-01-01|
BLA000008172^BLA0NA|INTMED|1955-01-01|
BLA000008272^BLA0NA|01|1955-01-01|
BLA000008290^BLA0NA|01|1955-01-01|
BLA000008292^BLA0NA|01|1955-01-01|
BLA000008423^BLA0NA|INTMED|1955-01-01|
BLA000008478^BLA0NA|01|1900-01-01|
BLA000008573^BLA0NA|INTMED|1955-01-01|
BLA000008585^BLA0NA|01|1955-01-01|
BLA000008654^BLA0NA|01|1955-01-01|
BLA000008670^BLA0NA|01|1955-01-01|
BLA000008924^BLA0NA|01|1955-01-01|
BLA000009260^BLA0NA|INTMED|1955-01-01|
BLA000009684^BLA0NA|INTMED|1955-01-01|
BLA000009685^BLA0NA|INTMED|1955-01-01|
BLA000009845^BLA0NA|01|1900-01-01|
BLA000009898^BLA0NA|01|1900-01-01|
BLA000009900^BLA0NA|01|1955-01-01|
BLA000009901^BLA0NA|INTMED|1900-01-01|
BLA000009905^BLA0NA|GP|1900-01-01|
BLA000009906^BLA0NA|01|1900-01-01|
BLA000009907^BLA0NA|GP|1900-01-01|
BLA000009908^BLA0NA|INTMED|1900-01-01|
BLA000009913^BLA0NA|01|1955-01-01|
BLA000009960^BLA0NA|01|1900-01-01|
BLA000010005^BLA0NA|01|1955-01-01|
BLA000010161^BLA0NA|INTMED|1900-01-01|
BLA000010236^BLA0NA|01|1955-01-01|
BLA000010242^BLA0NA|01|1955-01-01|
BLA000010280^BLA0NA|INTMED|1955-01-01|
BLA000010686^BLA0NA|01|1900-01-01|
BLA000010709^BLA0NA|01|1955-01-01|
BLA000010710^BLA0NA|01|1955-01-01|
BLA000010758^BLA0NA|01|1955-01-01|
BLA000010759^BLA0NA|01|1900-01-01|
BLA000010760^BLA0NA|01|1955-01-01|
BLA000010768^BLA0NA|01|1955-01-01|
BLA000010807^BLA0NA|01|1955-01-01|
BLA000010818^BLA0NA|01|1955-01-01|
BLA000010867^BLA0NA|01|1955-01-01|
BLA000010894^BLA0NA|01|1955-01-01|
BLA000010941^BLA0NA|INTMED|1955-01-01|
BLA000011007^BLA0NA|01|1955-01-01|
BLA000011039^BLA0NA|01|1955-01-01|
BLA000011040^BLA0NA|INTMED|1955-01-01|
BLA000011053^BLA0NA|INTMED|1955-01-01|
BLA000011058^BLA0NA|INTMED|1955-01-01|
BLA000011078^BLA0NA|INTMED|1955-01-01|
BLA000011079^BLA0NA|INTMED|1955-01-01|
BLA000011106^BLA0NA|INTMED|1955-01-01|
BLA000011134^BLA0NA|01|1955-01-01|
BLA000011266^BLA0NA|INTMED|1900-01-01|
BLA000011301^BLA0NA|INTMED|1955-01-01|
BLA000011302^BLA0NA|INTMED|1955-01-01|
BLA000011323^BLA0NA|INTMED|1900-01-01|
BLA000011338^BLA0NA|INTMED|1955-01-01|
BLA000011345^BLA0NA|INTMED|1955-01-01|
BLA000011362^BLA0NA|01|1955-01-01|
BLA000011410^BLA0NA|INTMED|1900-01-01|
BLA000011452^BLA0NA|INTMED|1955-01-01|
BLA000011693^BLA0NA|01|1955-01-01|
BLA000011946^BLA0NA|INTMED|1955-01-01|
BLA000011975^BLA0NA|INTMED|1955-01-01|
BLA000012110^BLA0NA|INTMED|1955-01-01|
BLA000012172^BLA0NA|01|1955-01-01|
BLA000012237^BLA0NA|INTMED|1955-01-01|
BLA000012279^BLA0NA|INTMED|1955-01-01|
BLA000012338^BLA0NA|INTMED|1900-01-01|
BLA000012439^BLA0NA|INTMED|1955-01-01|
BLA000012457^BLA0NA|01|1955-01-01|
BLA000012636^BLA0NA|01|1900-01-01|
BLA000012638^BLA0NA|INTMED|1955-01-01|
BLA000012680^BLA0NA|INTMED|1955-01-01|
BLA000012683^BLA0NA|INTMED|1900-01-01|
BLA000012697^BLA0NA|INTMED|1955-01-01|
BLA000012742^BLA0NA|INTMED|1900-01-01|
BLA000012753^BLA0NA|INTMED|1955-01-01|
BLA000012964^BLA0NA|01|1900-01-01|
BLA000013009^BLA0NA|INTMED|1955-01-01|
BLA000013215^BLA0NA|01|1955-01-01|
BLA000013228^BLA0NA|INTMED|1955-01-01|
BLA000013229^BLA0NA|INTMED|1955-01-01|
BLA000013232^BLA0NA|INTMED|1955-01-01|
BLA000013260^BLA0NA|INTMED|1955-01-01|
BLA000013372^BLA0NA|INTMED|1955-01-01|
BLA000013405^BLA0NA|INTMED|1955-01-01|
BLA000013522^BLA0NA|01|1955-01-01|
BLA000013575^BLA0NA|INTMED|1900-01-01|
BLA000013675^BLA0NA|01|1955-01-01|
BLA000013697^BLA0NA|GMED|1955-01-01|
BLA000013735^BLA0NA|INTMED|1900-01-01|
BLA000013992^BLA0NA|INTMED|1955-01-01|
BLA000014194^BLA0NA|INTMED|1900-01-01|
BLA000014223^BLA0NA|01|1955-01-01|
BLA000014337^BLA0NA|01|1955-01-01|
BLA000014853^BLA0NA|INTMED|1900-01-01|
BLA000015093^BLA0NA|INTMED|1955-01-01|
BLA000015108^BLA0NA|01|1955-01-01|
BLA000015129^BLA0NA|01|1900-01-01|
BLA000015167^BLA0NA|INTMED|1955-01-01|
BLA000015195^BLA0NA|INTMED|1900-01-01|
BLA000015222^BLA0NA|01|1900-01-01|
BLA000015400^BLA0NA|INTMED|1955-01-01|
BLA000015463^BLA0NA|01|1900-01-01|
BLA000015649^BLA0NA|INTMED|1955-01-01|
BLA000015675^BLA0NA|01|1900-01-01|
BLA000015788^BLA0NA|01|1955-01-01|
BLA000015789^BLA0NA|01|1955-01-01|
BLA000015796^BLA0NA|01|1900-01-01|
BLA000015814^BLA0NA|INTMED|1955-01-01|
BLA000015820^BLA0NA|INTMED|1955-01-01|
BLA000015944^BLA0NA|INTMED|1955-01-01|
BLA000015975^BLA0NA|INTMED|1955-01-01|
BLA000016128^BLA0NA|INTMED|1955-01-01|
BLA000016184^BLA0NA|INTMED|1955-01-01|
BLA000016299^BLA0NA|01|1955-01-01|
BLA000016300^BLA0NA|01|1955-01-01|
BLA000016364^BLA0NA|INTMED|1955-01-01|
BLA000016500^BLA0NA|INTMED|1955-01-01|
BLA000016608^BLA0NA|INTMED|1955-01-01|
BLA000016695^BLA0NA|01|1955-01-01|
BLA000016806^BLA0NA|INTMED|1955-01-01|
BLA000016846^BLA0NA|INTMED|1955-01-01|
BLA000016912^BLA0NA|01|1955-01-01|
BLA000017011^BLA0NA|INTMED|1955-01-01|
BLA000017261^BLA0NA|01|1955-01-01|
BLA000017308^BLA0NA|01|1955-01-01|
BLA000017696^BLA0NA|01|1955-01-01|
BLA000017697^BLA0NA|01|1900-01-01|
BLA000018167^BLA0NA|INTMED|1955-01-01|
BLA000018187^BLA0NA|INTMED|1955-01-01|
BLA000018230^BLA0NA|01|1955-01-01|
BLA000018238^BLA0NA|GP|1900-01-01|
BLA000018335^BLA0NA|01|1955-01-01|
BLA000018385^BLA0NA|INTMED|1955-01-01|
BLA000018472^BLA0NA|01|1955-01-01|
BLA000018834^BLA0NA|31|1900-01-01|
BLA000018909^BLA0NA|01|1955-01-01|
BLA000018958^BLA0NA|INTMED|1955-01-01|
BLA000018962^BLA0NA|INTMED|1955-01-01|
BLA000019102^BLA0NA|GP|1900-01-01|
BLA000019120^BLA0NA|01|1955-01-01|
BLA000019576^BLA0NA|01|1955-01-01|
BLA000019825^BLA0NA|INTMED|1955-01-01|
BLA000019841^BLA0NA|01|1955-01-01|
BLA000019965^BLA0NA|01|1955-01-01|
BLA000020217^BLA0NA|01|1955-01-01|
BLA000020283^BLA0NA|01|1900-01-01|
BLA000020334^BLA0NA|01|1955-01-01|
BLA000020388^BLA0NA|01|1955-01-01|
BLA000020483^BLA0NA|INTMED|1955-01-01|
BLA000020710^BLA0NA|INTMED|1955-01-01|
BLA000020754^BLA0NA|01|1955-01-01|
BLA000020784^BLA0NA|INTMED|1955-01-01|
BLA000020811^BLA0NA|INTMED|1955-01-01|
BLA000020938^BLA0NA|INFD|1955-01-01|
BLA000021038^BLA0NA|01|1900-01-01|
BLA000021054^BLA0NA|GP|1900-01-01|
BLA000021063^BLA0NA|01|1900-01-01|
BLA000021143^BLA0NA|GMED|1900-01-01|
BLA000021215^BLA0NA|INTMED|1955-01-01|
BLA000021332^BLA0NA|GP|1900-01-01|
BLA000021396^BLA0NA|01|1955-01-01|
BLA000021412^BLA0NA|INTMED|1955-01-01|
BLA000021412^EHI0NA|INTMED|1955-01-01|
BLA000021413^BLA0NA|GP|1900-01-01|
BLA000021443^BLA0NA|01|1955-01-01|
BLA000021446^BLA0NA|GP|1900-01-01|
BLA000021468^BLA0NA|INTMED|1900-01-01|
BLA000021483^BLA0NA|01|1900-01-01|
BLA000021485^BLA0NA|01|1900-01-01|
BLA000021486^BLA0NA|INTMED|1955-01-01|
BLA000021525^BLA0NA|INTMED|1900-01-01|
BLA000021529^BLA0NA|01|1955-01-01|
BLA000022269^BLA0NA|INTMED|1955-01-01|
BLA000022289^BLA0NA|INTMED|1955-01-01|
BLA000022300^BLA0NA|INTMED|1955-01-01|
BLA000022358^BLA0NA|GP|1900-01-01|
BLA000022540^BLA0NA|INTMED|1955-01-01|
BLA000022613^BLA0NA|01|1955-01-01|
BLA000022638^BLA0NA|01|1955-01-01|
BLA000022659^BLA0NA|INTMED|1955-01-01|
BLA000022675^BLA0NA|INTMED|1900-01-01|
BLA000022680^BLA0NA|INTMED|1955-01-01|
BLA000022691^BLA0NA|01|1955-01-01|
BLA000022762^BLA0NA|01|1900-01-01|
BLA000022899^BLA0NA|01|1900-01-01|
BLA000023005^BLA0NA|INTMED|1955-01-01|
BLA000023010^BLA0NA|01|1955-01-01|
BLA000023188^BLA0NA|01|1955-01-01|
BLA000023245^BLA0NA|01|1955-01-01|
BLA000023248^BLA0NA|INTMED|1955-01-01|
BLA000023268^BLA0NA|INTMED|1955-01-01|
BLA000023281^BLA0NA|01|1955-01-01|
BLA000023288^BLA0NA|01|1955-01-01|
BLA000023290^BLA0NA|INTMED|1955-01-01|
BLA000023294^BLA0NA|01|1955-01-01|
BLA000023295^BLA0NA|INTMED|1955-01-01|
BLA000023300^BLA0NA|01|1955-01-01|
BLA000023303^BLA0NA|INTMED|1900-01-01|
BLA000023318^BLA0NA|01|1955-01-01|
BLA000023333^BLA0NA|01|1955-01-01|
BLA000023561^BLA0NA|INTMED|1955-01-01|
BLA000023576^BLA0NA|INTMED|1955-01-01|
BLA000023664^BLA0NA|01|1955-01-01|
BLA000023672^BLA0NA|INTMED|1955-01-01|
BLA000023689^BLA0NA|INTMED|1955-01-01|
BLA000023769^BLA0NA|GMED|1955-01-01|
BLA000023783^BLA0NA|01|1955-01-01|
BLA000023856^BLA0NA|31|1900-01-01|
BLA000023864^BLA0NA|31|1900-01-01|
BLA000024011^BLA0NA|INTMED|1955-01-01|
BLA000024026^BLA0NA|01|1955-01-01|
BLA000024053^BLA0NA|01|1955-01-01|
BLA000024113^BLA0NA|INTMED|1900-01-01|
BLA000024130^BLA0NA|INTMED|1955-01-01|
BLA000024142^BLA0NA|INTMED|1900-01-01|
BLA000024143^BLA0NA|INTMED|1955-01-01|
BLA000024148^BLA0NA|INTMED|1955-01-01|
BLA000024149^BLA0NA|INTMED|1955-01-01|
BLA000024175^BLA0NA|GP|1900-01-01|
BLA000024185^BLA0NA|INTMED|1955-01-01|
BLA000024286^BLA0NA|01|1955-01-01|
BLA000024321^BLA0NA|INTMED|1955-01-01|
BLA000024344^BLA0NA|01|1955-01-01|
BLA000024346^BLA0NA|INTMED|1955-01-01|
BLA000024353^BLA0NA|GP|1900-01-01|
BLA000024360^BLA0NA|INTMED|1955-01-01|
BLA000026185^BLA0NA|INTMED|1955-01-01|
BLA000026275^BLA0NA|01|1955-01-01|
BLA000026561^BLA0NA|INTMED|1955-01-01|
BLA000026597^BLA0NA|01|1955-01-01|
BLA000026624^BLA0NA|INTMED|1955-01-01|
BLA000026691^BLA0NA|31|1900-01-01|
BLA000026692^BLA0NA|31|1900-01-01|
BLA000026910^BLA0NA|INTMED|1955-01-01|
BLA000026911^BLA0NA|INTMED|1955-01-01|
BLA000026916^BLA0NA|INTMED|1955-01-01|
BLA000027147^BLA0NA|01|1955-01-01|
BLA000027273^BLA0NA|INTMED|1900-01-01|
BLA000027290^BLA0NA|01|1955-01-01|
BLA000027644^BLA0NA|INTMED|1955-01-01|
BLA000027748^BLA0NA|INTMED|1955-01-01|
BLA000028072^BLA0NA|01|1955-01-01|
BLA000028335^BLA0NA|INTMED|1955-01-01|
BLA000028569^BLA0NA|INTMED|1955-01-01|
BLA000028785^BLA0NA|INTMED|1900-01-01|
BLA000028892^BLA0NA|01|1955-01-01|
BLA000029015^BLA0NA|INTMED|1955-01-01|
BLA000029598^BLA0NA|01|1955-01-01|
BLA000029603^BLA0NA|INTMED|1955-01-01|
BLA000029809^BLA0NA|01|1955-01-01|
BLA000029911^BLA0NA|01|1955-01-01|
BLA000030013^BLA0NA|01|1955-01-01|
BLA000030177^BLA0NA|INTMED|1955-01-01|
BLA000030211^BLA0NA|01|1900-01-01|
BLA000030426^BLA0NA|INTMED|1955-01-01|
BLA000030494^BLA0NA|INTMED|1900-01-01|
BLA000030540^BLA0NA|01|1955-01-01|
BLA000030584^BLA0NA|01|1955-01-01|
BLA000030785^BLA0NA|01|1900-01-01|
BLA000031258^BLA0NA|01|1955-01-01|
BLA000031399^BLA0NA|INTMED|1955-01-01|
BLA000031412^BLA0NA|01|1955-01-01|
BLA000031663^BLA0NA|GP|1900-01-01|
BLA000032269^BLA0NA|01|1955-01-01|
BLA000032374^BLA0NA|INTMED|1900-01-01|
BLA000032378^BLA0NA|INTMED|1955-01-01|
BLA000032396^BLA0NA|INTMED|1955-01-01|
BLA000032400^BLA0NA|01|1955-01-01|
BLA000032467^BLA0NA|01|1955-01-01|
BLA000032472^BLA0NA|GMED|1955-01-01|
BLA000032481^BLA0NA|01|1955-01-01|
BLA000032568^BLA0NA|INTMED|1955-01-01|
BLA000033095^BLA0NA|INTMED|1900-01-01|
BLA000033709^BLA0NA|01|1955-01-01|
BLA000033722^BLA0NA|01|1955-01-01|
BLA000033778^BLA0NA|INTMED|1900-01-01|
BLA000033779^BLA0NA|INTMED|1900-01-01|
BLA000034130^BLA0NA|INTMED|1900-01-01|
BLA000034249^BLA0NA|01|1955-01-01|
BLA000034267^BLA0NA|INFD|1955-01-01|
BLA000034304^BLA0NA|01|1955-01-01|
BLA000034548^BLA0NA|INTMED|1955-01-01|
BLA000035118^BLA0NA|INTMED|1955-01-01|
BLA000035167^BLA0NA|01|1955-01-01|
BLA000035177^BLA0NA|INTMED|1900-01-01|
BLA000035371^BLA0NA|01|1900-01-01|
BLA000036644^BLA0NA|31|1900-01-01|
BLA000036798^BLA0NA|INTMED|1900-01-01|
BLA000037110^BLA0NA|01|1955-01-01|
BLA000037226^BLA0NA|INTMED|1955-01-01|
BLA000037259^BLA0NA|01|1955-01-01|
BLA000037809^BLA0NA|01|1955-01-01|
BLA000037869^BLA0NA|INTMED|1955-01-01|
BLA000038078^BLA0NA|01|1955-01-01|
BLA000038113^BLA0NA|01|1955-01-01|
BLA000038153^BLA0NA|01|1955-01-01|
BLA000038349^BLA0NA|01|1900-01-01|
BLA000038476^BLA0NA|01|1900-01-01|
BLA000038686^BLA0NA|01|1955-01-01|
BLA000038854^BLA0NA|INTMED|1955-01-01|
BLA000039070^BLA0NA|01|1955-01-01|
BLA000039264^BLA0NA|01|1955-01-01|
BLA000039948^BLA0NA|INTMED|1955-01-01|
BLA000040033^BLA0NA|01|1955-01-01|
BLA000040460^BLA0NA|01|1955-01-01|
BLA000040718^BLA0NA|INTMED|1955-01-01|
BLA000041043^BLA0NA|01|1900-01-01|
BLA000041708^BLA0NA|INTMED|1900-01-01|
BLA000042098^BLA0NA|GP|1900-01-01|
BLA000042135^BLA0NA|01|1955-01-01|
BLA000042178^BLA0NA|01|1955-01-01|
BLA000042330^BLA0NA|01|1955-01-01|
BLA000042331^BLA0NA|01|1955-01-01|
BLA000042566^BLA0NA|01|1900-01-01|
BLA000042977^BLA0NA|01|1955-01-01|
BLA000042978^BLA0NA|01|1955-01-01|
BLA000043178^BLA0NA|01|1900-01-01|
BLA000043280^BLA0NA|INTMED|1955-01-01|
BLA000043313^BLA0NA|01|1900-01-01|
BLA000043314^BLA0NA|01|1900-01-01|
BLA000043443^BLA0NA|INTMED|1900-01-01|
BLA000043525^BLA0NA|01|1955-01-01|
BLA000043607^BLA0NA|INTMED|1900-01-01|
BLA000043616^BLA0NA|INTMED|1955-01-01|
BLA000043671^BLA0NA|01|1955-01-01|
BLA000043851^BLA0NA|INTMED|1900-01-01|
BLA000043916^BLA0NA|01|1955-01-01|
BLA000044079^BLA0NA|INTMED|1900-01-01|
BLA000044364^BLA0NA|INTMED|1900-01-01|
BLA000044428^BLA0NA|INTMED|1955-01-01|
BLA000044438^BLA0NA|01|1900-01-01|
BLA000044652^BLA0NA|INTMED|1955-01-01|
BLA000044893^BLA0NA|INTMED|1955-01-01|
BLA000044930^BLA0NA|INTMED|1900-01-01|
BLA000045037^BLA0NA|INTMED|1955-01-01|
BLA000045626^BLA0NA|31|1900-01-01|
BLA000045825^BLA0NA|01|1900-01-01|
BLA000045921^BLA0NA|INTMED|1955-01-01|
BLA000046448^BLA0NA|01|1955-01-01|
BLA000046686^BLA0NA|01|1955-01-01|
BLA000046884^BLA0NA|31|1900-01-01|
BLA000046886^BLA0NA|31|1900-01-01|
BLA000046920^BLA0NA|01|1955-01-01|
BLA000046921^BLA0NA|01|1955-01-01|
BLA000047229^BLA0NA|INTMED|1955-01-01|
BLA000047286^BLA0NA|INTMED|1900-01-01|
BLA000047754^BLA0NA|01|1900-01-01|
BLA000047755^BLA0NA|INTMED|1900-01-01|
BLA000048009^BLA0NA|01|1955-01-01|
BLA000048138^BLA0NA|01|1955-01-01|
BLA000048189^BLA0NA|INTMED|1900-01-01|
BLA000048358^BLA0NA|GP|1900-01-01|
BLA000048496^BLA0NA|01|1955-01-01|
BLA000048682^BLA0NA|31|1900-01-01|
BLA000048824^BLA0NA|01|1900-01-01|
BLA000048853^BLA0NA|INTMED|1955-01-01|
BLA000049302^BLA0NA|INTMED|1900-01-01|
BLA000049496^BLA0NA|01|1955-01-01|
BLA000049877^BLA0NA|INTMED|1955-01-01|
BLA000049919^BLA0NA|01|1955-01-01|
BLA000050278^BLA0NA|GP|1900-01-01|
BLA000050347^BLA0NA|01|1900-01-01|
BLA000050470^BLA0NA|01|1955-01-01|
BLA000050484^BLA0NA|INTMED|1900-01-01|
BLA000050494^BLA0NA|INTMED|1900-01-01|
BLA000050496^BLA0NA|31|1900-01-01|
BLA000050508^BLA0NA|INTMED|1900-01-01|
BLA000050509^BLA0NA|01|1955-01-01|
BLA000050526^BLA0NA|01|1955-01-01|
BLA000050531^BLA0NA|INTMED|1900-01-01|
BLA000050537^BLA0NA|01|1900-01-01|
BLA000050542^BLA0NA|INTMED|1900-01-01|
BLA000050560^BLA0NA|31|1900-01-01|
BLA000050591^BLA0NA|01|1955-01-01|
BLA000050989^BLA0NA|01|1955-01-01|
BLA000051173^BLA0NA|INTMED|1955-01-01|
BLA000051305^BLA0NA|INTMED|1900-01-01|
BLA000051337^BLA0NA|01|1955-01-01|
BLA000051339^BLA0NA|01|1900-01-01|
BLA000051346^BLA0NA|INTMED|1955-01-01|
BLA000051400^BLA0NA|31|1900-01-01|
BLA000051541^BLA0NA|INTMED|1955-01-01|
BLA000051607^BLA0NA|01|1900-01-01|
BLA000051759^BLA0NA|INTMED|1955-01-01|
BLA000051760^BLA0NA|INTMED|1900-01-01|
BLA000051888^BLA0NA|INTMED|1955-01-01|
BLA000051889^BLA0NA|01|1900-01-01|
BLA000051916^BLA0NA|01|1955-01-01|
BLA000052003^BLA0NA|INTMED|1955-01-01|
BLA000052033^BLA0NA|INTMED|1955-01-01|
BLA000052088^BLA0NA|INTMED|1955-01-01|
BLA000052114^BLA0NA|INTMED|1955-01-01|
BLA000052117^BLA0NA|01|1900-01-01|
BLA000052240^BLA0NA|INTMED|1955-01-01|
BLA000052275^BLA0NA|31|1900-01-01|
BLA000052419^BLA0NA|01|1955-01-01|
BLA000052449^BLA0NA|01|1900-01-01|
BLA000052457^BLA0NA|01|1900-01-01|
BLA000052841^BLA0NA|01|1900-01-01|
BLA000052932^BLA0NA|01|1900-01-01|
BLA000052944^BLA0NA|01|1955-01-01|
BLA000053111^BLA0NA|01|1900-01-01|
BLA000053113^BLA0NA|INTMED|1955-01-01|
BLA000053114^BLA0NA|INTMED|1955-01-01|
BLA000053137^BLA0NA|01|1900-01-01|
BLA000053139^BLA0NA|01|1900-01-01|
BLA000053142^BLA0NA|01|1955-01-01|
BLA000053147^BLA0NA|01|1955-01-01|
BLA000053220^BLA0NA|01|1900-01-01|
BLA000053259^BLA0NA|01|1955-01-01|
BLA000053567^BLA0NA|INTMED|1955-01-01|
BLA000053568^BLA0NA|INTMED|1955-01-01|
BLA000053569^BLA0NA|INTMED|1955-01-01|
BLA000053570^BLA0NA|01|1955-01-01|
BLA000053634^BLA0NA|01|1955-01-01|
BLA000053635^BLA0NA|INTMED|1955-01-01|
BLA000053637^BLA0NA|INTMED|1955-01-01|
BLA000053640^BLA0NA|01|1955-01-01|
BLA000053642^BLA0NA|01|1955-01-01|
BLA000053651^BLA0NA|INTMED|1955-01-01|
BLA000053664^BLA0NA|INTMED|1955-01-01|
BLA000053684^BLA0NA|INTMED|1955-01-01|
BLA000053688^BLA0NA|INTMED|1955-01-01|
BLA000053694^BLA0NA|INTMED|1955-01-01|
BLA000053709^BLA0NA|01|1955-01-01|
BLA000053748^BLA0NA|INTMED|1900-01-01|
BLA000053776^BLA0NA|INTMED|1900-01-01|
BLA000054033^BLA0NA|INTMED|1955-01-01|
BLA000054114^BLA0NA|01|1955-01-01|
BLA000054115^BLA0NA|INTMED|1955-01-01|
BLA000054116^BLA0NA|01|1955-01-01|
BLA000054167^BLA0NA|01|1955-01-01|
BLA000054191^BLA0NA|31|1900-01-01|
BLA000054193^BLA0NA|31|1900-01-01|
BLA000054459^BLA0NA|01|1900-01-01|
BLA000054545^BLA0NA|GP|1900-01-01|
BLA000054588^BLA0NA|31|1900-01-01|
BLA000054664^BLA0NA|01|1955-01-01|
BLA000054851^BLA0NA|01|1955-01-01|
BLA000054967^BLA0NA|31|1900-01-01|
BLA000055277^BLA0NA|GP|1900-01-01|
BLA000055282^BLA0NA|INTMED|1955-01-01|
BLA000055333^BLA0NA|01|1900-01-01|
BLA000055807^BLA0NA|GP|1900-01-01|
BLA000055864^BLA0NA|01|1955-01-01|
BLA000056465^BLA0NA|01|1955-01-01|
BLA000056536^BLA0NA|INTMED|1955-01-01|
BLA000056545^BLA0NA|INTMED|1955-01-01|
BLA000056619^BLA0NA|INTMED|1955-01-01|
BLA000056671^BLA0NA|01|1900-01-01|
BLA000057039^BLA0NA|01|1955-01-01|
BLA000057062^BLA0NA|INTMED|1955-01-01|
BLA000057198^BLA0NA|INTMED|1900-01-01|
BLA000057440^BLA0NA|01|1900-01-01|
BLA000057442^BLA0NA|01|1955-01-01|
BLA000057443^BLA0NA|01|1955-01-01|
BLA000057549^BLA0NA|INTMED|1900-01-01|
BLA000057554^BLA0NA|01|1900-01-01|
BLA000057717^BLA0NA|01|1900-01-01|
BLA000057756^BLA0NA|INTMED|1955-01-01|
BLA000057783^BLA0NA|INTMED|1955-01-01|
BLA000057784^BLA0NA|INTMED|1900-01-01|
BLA000057842^BLA0NA|INTMED|1900-01-01|
BLA000057967^BLA0NA|01|1955-01-01|
BLA000057975^BLA0NA|INTMED|1900-01-01|
BLA000058062^BLA0NA|01|1955-01-01|
BLA000058104^BLA0NA|01|1900-01-01|
BLA000058319^BLA0NA|INTMED|1900-01-01|
BLA000058400^BLA0NA|01|1955-01-01|
BLA000058404^BLA0NA|INTMED|1955-01-01|
BLA000058416^BLA0NA|01|1955-01-01|
BLA000058438^BLA0NA|31|1900-01-01|
BLA000058442^BLA0NA|31|1900-01-01|
BLA000058466^BLA0NA|01|1900-01-01|
BLA000058468^BLA0NA|01|1900-01-01|
BLA000058623^BLA0NA|01|1955-01-01|
BLA000058760^BLA0NA|01|1955-01-01|
BLA000058766^BLA0NA|01|1955-01-01|
BLA000058769^BLA0NA|01|1955-01-01|
BLA000058774^BLA0NA|01|1955-01-01|
BLA000058950^BLA0NA|01|1955-01-01|
BLA000059225^BLA0NA|31|1900-01-01|
BLA000059230^BLA0NA|31|1900-01-01|
BLA000059335^BLA0NA|01|1900-01-01|
BLA000059637^BLA0NA|INTMED|1955-01-01|
BLA000059638^BLA0NA|01|1955-01-01|
BLA000059643^BLA0NA|01|1955-01-01|
BLA000059792^BLA0NA|01|1955-01-01|
BLA000060031^BLA0NA|INTMED|1900-01-01|
BLA000060039^BLA0NA|01|1955-01-01|
BLA000060132^BLA0NA|01|1900-01-01|
BLA000060225^BLA0NA|01|1955-01-01|
BLA000060241^BLA0NA|INTMED|1900-01-01|
BLA000060263^BLA0NA|01|1900-01-01|
BLA000060264^BLA0NA|01|1955-01-01|
BLA000060266^BLA0NA|01|1900-01-01|
BLA000060333^BLA0NA|01|1900-01-01|
BLA000060629^BLA0NA|01|1955-01-01|
BLA000060630^BLA0NA|01|1900-01-01|
BLA000060632^BLA0NA|01|1900-01-01|
BLA000060660^BLA0NA|01|1955-01-01|
BLA000060743^BLA0NA|INTMED|1900-01-01|
BLA000060744^BLA0NA|01|1955-01-01|
BLA000060746^BLA0NA|01|1955-01-01|
BLA000060747^BLA0NA|01|1955-01-01|
BLA000060843^BLA0NA|01|1955-01-01|
BLA000060963^BLA0NA|01|1955-01-01|
BLA000060964^BLA0NA|01|1955-01-01|
BLA000061674^BLA0NA|01|1955-01-01|
BLA000061884^BLA0NA|01|1955-01-01|
BLA000061928^BLA0NA|01|1955-01-01|
BLA000061982^BLA0NA|01|1955-01-01|
BLA000062017^BLA0NA|31|1900-01-01|
BLA000062131^BLA0NA|01|1955-01-01|
BLA000062134^BLA0NA|01|1955-01-01|
BLA000062142^BLA0NA|INTMED|1900-01-01|
BLA000062159^BLA0NA|31|1900-01-01|
BLA000062177^BLA0NA|GP|1900-01-01|
BLA000062249^BLA0NA|INTMED|1955-01-01|
BLA000062251^BLA0NA|INTMED|1955-01-01|
BLA000062297^BLA0NA|01|1955-01-01|
BLA000062337^BLA0NA|INTMED|1955-01-01|
BLA000062438^BLA0NA|INTMED|1955-01-01|
BLA000062462^BLA0NA|31|1900-01-01|
BLA000062483^BLA0NA|31|1900-01-01|
BLA000062643^BLA0NA|01|1955-01-01|
BLA000062771^BLA0NA|INTMED|1900-01-01|
BLA000062875^BLA0NA|01|1955-01-01|
BLA000062989^BLA0NA|INTMED|1900-01-01|
BLA000062990^BLA0NA|INTMED|1900-01-01|
BLA000063071^BLA0NA|INTMED|1900-01-01|
BLA000063194^BLA0NA|31|1900-01-01|
BLA000063255^BLA0NA|29|1900-01-01|
BLA000063273^BLA0NA|01|1900-01-01|
BLA000063529^BLA0NA|01|1955-01-01|
BLA000063613^BLA0NA|INTMED|1900-01-01|
BLA000063616^BLA0NA|01|1955-01-01|
BLA000063638^BLA0NA|01|1900-01-01|
BLA000063664^BLA0NA|GP|1900-01-01|
BLA000063781^BLA0NA|INTMED|1955-01-01|
BLA000063797^BLA0NA|INTMED|1955-01-01|
BLA000064035^BLA0NA|01|1955-01-01|
BLA000064078^BLA0NA|31|1900-01-01|
BLA000064084^BLA0NA|31|1900-01-01|
BLA000064214^BLA0NA|INTMED|1955-01-01|
BLA000064402^BLA0NA|INTMED|1900-01-01|
BLA000064410^BLA0NA|01|1955-01-01|
BLA000064421^BLA0NA|01|1955-01-01|
